lambda,p,avg_N,total_N,total_time,prop_sparsity,N_1,N_2,N_3,N_4,N_5,N_6,N_7,N_8,N_9,N_10
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
6.953328739611033,0.18850858754135513,7.1,71,11.72099,0.2833333333333333,6,11,5,5,6,7,10,5,7,9
